89,1937/2025,SS,"Aquisição de material de enfermagem diversos, destinados ao atendimento da rede de saúde",Pregão,Alta,18/03/2025,09/04/2025,"R$ 2.148.459,74",-,"R$ 2.148.459,74",-,-,-,,,,,,,,Encaminhado para adequações,07/05/2025,SS,SS
90,5828/2024,SG,"Contratação de serviços de fornecimento, instalação e certificação de cabeamento óptico para os prédios públicos da PMM",Pregão,Alta,05/07/2024,14/08/2024,,,,,,,,,,,,,,Encaminhado a pedido,17/04/2025,DTI,DTI
100,4393/2024,SE,Contratação de empresa especializada para prestação de serviços de implantação de sistema digital de monitoramento nas unidades da SE ,Pregão,Alta,10/05/2024,16/01/2025,,,,,,,,,,,,,,Encaminhado para ratificação da pesquisa de preços,09/05/2025,SE,SE
101,445/2025,SS,Aquisição de órteses destinadas exclusivamente ao atendimento de demanda judicial,Dispensa,Alta,17/01/2025,10/03/2025,"R$ 1.791,00","R$ 1.791,00",-,-,-,-,,,,,,,,Encaminhado para emissão de parecer jurídico,29/04/2025,SAJ,SAJ
102,2618/2025,SAJ,Contratação de empresa - implantação de sistemas integrados de gestão para recuperação de ativos e automação da justiça,Pregão,Baixa,12/03/2025,15/04/2025,,,,,,,,,,,,,,Para pesquisa de preços,16/04/2025,CLMP,Gilson
103,2546/2025,SS,"Aquisição de sensores e monitores glicêmicos, para cumprimento de demandas judiciais",Pregão,Alta,04/04/2025,15/04/2025,"R$ 616.875,88","R$ 616.875,88",-,-,-,-,,,,,,,,Encaminhado para emissão de parecer jurídico,09/05/2025,SAJ,SAJ
104,522/2024,SS,Aquisição de acessórios e equipamentos para atividades do programa viver bem,Pregão,Média,18/01/2024,16/10/2024,"R$ 243.475,39","R$ 215.197,73",-,-,"R$ 28.277,66",-,,,,,,,,Para análise do agente de contratação,25/04/2025,CLMP,Arina
105,284/2025,SG,Contratação de empresa - prestação de serviço telefônico fixo comutado-STFC,Pregão,Alta,14/01/2025,03/04/2025,,,,,,,,,,,,,,Encaminhado para adequações,08/05/2025,DTI,DTI
106,1197/2025,SS,Aquisição de cadeira de rodas para atendimento de demanda judicial,Dispensa,Alta,18/02/2025,21/03/2025,"R$ 6.119,84","R$ 6.119,84",-,-,-,-,,,,,,,,Encaminhado para emissão de parecer jurídico,09/05/2025,SAJ,SAJ
107,7796/2024,SS,"Aquisição de medicamentos (comprimidos, cápsulas e drágeas) iniciais das letras C e E",Pregão,Alta,11/09/2024,16/10/2024,"R$ 11.316.927,90","R$ 9.559.673,74","R$ 549.141,91",-,"R$ 1.208.112,22",-,PE RP 077/2024,18/12/2024,14/01/2025,,,,,Licitação em andamento,14/01/2025,CLMP,Vanessa
108,9319/2024,SS,Aquisição de medicamentos (injetáveis) iniciais das letras H a V,Pregão,Alta,04/11/2024,12/11/2024,"R$ 3.511.266,05",,,,,,PE RP 078/2024,27/12/2024,15/01/2025,,,,,Licitação em andamento,15/01/2025,CLMP,Vanessa
109,1720/2024,SMU,"Aquisição de uniformes e equipamentos de proteção individual - EPI, para os agentes de trânsito",Pregão,Média,27/02/2024,04/07/2024,,,,,,,,,,,,,,Para análise do agente de contratação,23/04/2025,CLMP,Arina
110,1722/2024,SS,Aquisição de gêneros alimentícios e suplemento destinados ao atendimento de determinações judiciais,Pregão,Alta,10/03/2025,31/03/2025,"R$ 576.099,96","R$ 576.099,96",-,-,-,-,,,,,,,,Para análise do agente de contratação,23/04/2025,CLMP,Sara
111,7488/2024,SE,Aquisição de uniforme escolar - calçados do tipo tênis para os alunos da rede de ensino ,Pregão,Alta,03/09/2024,17/09/2024,,,,,,,,,,,,,,Para prosseguimento após ratificação da pesquisa,09/05/2025,CLMP,Nilva
112,2114/2025,SF,"Contratação de empresa para prestação e serviços de assinatura anual corporativa (até 25 usuários) para acesso ao portal ""painel municipal""",Inexigibilidade,Alta,21/03/2025,24/03/2025,"R$ 56.500,00","R$ 56.500,00",-,-,-,-,,,,,,,,Encaminhado para emissão de parecer jurídico,07/05/2025,SAJ,SAJ
113,2703/2025,SEL,Contratação de empresa especializada em fornecimento de refeições,Pregão,Média,04/04/2025,24/04/2025,,,,,,,,,,,,,,Para pesquisa de preços,09/05/2025,CLMP,Gilson
114,1536/2025,SEL,Aquisição de bebida para uso em evento esportivo,Pregão,Média,27/02/2025,24/04/2025,"R$ 6.430,80","R$ 6.430,80",-,-,-,-,,,,,,,,Encaminhado para manifestação - adequação ao PCA e disponibilidade orçamentária,09/05/2025,SF,SF
115,2117/2025,SE,Aquisição de EPIS de merendeiras (calçados),Pregão,Média,21/03/2025,25/03/2025,,,,,,,,,,,,,,Para análise do agente de contratação,25/04/2025,CLMP,Sara
116,1033/2025,SSAN,Aquisição de gêneros alimentícios - panificado congelado para o programa de alimentação escolar e demais secretarias,Pregão,Alta,12/02/2025,29/04/2025,"R$ 241.247,00","R$ 241.247,00",-,-,-,-,,,,,,,,Para análise do agente de contratação,30/04/2025,CLMP,Sara
117,820/2024,SMU,Contratação de empresa para a prestação de serviços de locação de veículos destinados à fiscalização do trânsito no município,Pregão,Média,26/01/2024,11/12/2024,,,,,,,,,,,,,,Encaminhado para adequações,30/04/2025,SMU,SMU
118,2124/2025,SE,Contratação de empresa para eventual fornecimento de enxoval para uso da rede municipal de educação,Pregão,Média,21/03/2025,29/04/2025,,,,,,,,,,,,,,Para análise após adequações,13/05/2025,CLMP,Nice
119,2547/2025,SS,"Aquisição de medicamentos (classificação - insulinas análogas) que restaram desertas ou fracassadas no PC 7054/2024, destinadas ao atendimento de determinações judiciais ",Pregão,Alta,04/04/2025,05/05/2025,"R$ 727.823,88","R$ 727.823,88",-,-,-,-,,,,,,,,Encaminhado para adequações,12/05/2025,SS,SS
120,1566/2025,SAS,Contratação de empresa para prestação de serviço de assessoria e gestão na 14ª Conferência Municipal de Assitência Social Municipal,Dispensa,Média,06/03/2025,05/05/2025,,,,,,,,,,,,,,Encaminhado para ratificação da pesquisa de preços,13/05/2025,SAS,SAS
121,3289/2025,SG,Aquisição de materiais de limpeza para atendimento de demandas das secretarias municipais,Pregão,Alta,06/05/2025,06/05/2025,,,,,,,,,,,,,,Em instrução,06/05/2025,CLMP,Maíra
122,524/2024,SS,Aquisição de camisetas para atendimento dos usuários do programa viver bem,Pregão,Alta,18/01/2024,04/11/2024,"R$ 230.758,32",-,"R$ 230.758,32",-,-,-,,,,,,,,Para análise e distribuição,06/05/2025,CLMP,Vanessa
123,2505/2025,SS,Aquisição de medicamentos diversos (psicotrópicos) de N a Z,Pregão,Alta,04/04/2025,08/05/2025,"R$ 5.560.141,12","R$ 5.528.801,29","R$ 9.793,70",-,"R$ 21.546,13",-,,,,,,,,Encaminhado para manifestação quanto a existência de ata vigente e possibilidade de prorrogação,12/05/2025,SS,SS
124,3109/2025,SS,"Aquisição de medicamentos (cremes, pomadas e géis) que restram desertos e fracassados do PC 6838/2024",Pregão,Alta,24/04/2025,08/05/2025,"R$ 122.640,31","R$ 103.998,45","R$ 5.825,58","R$ 12.816,28",-,-,,,,,,,,Para análise,13/05/2025,CLMP,Marcos
125,3221/2025,SS,Aquisição de cateter hidrofílico em PVC (policloreto de vinila),Pregão,Alta,29/04/2025,08/05/2025,"R$ 130.824,00","R$ 130.824,00",-,-,-,-,,,,,,,,Para análise após manifestação quanto a existência de ata vigente,13/05/2025,CLMP,Vanessa
126,3051/2025,SS,Aquisição de medicamentos (solução de grande e pequeno porte volume),Pregão,Alta,23/04/2025,13/05/2025,"R$ 2.671.893,73","R$ 2.249.896,03","R$ 131.878,32",-,"R$ 290.119,19",-,,,,,,,,Para análise,13/05/2025,CLMP,Marcos
127,3456/2025,SG,Edital de chamamento público para credenciamento de pessoa jurídica para captação de ofertas de patrocínio para custeio de despesas referentes a realização de eventos do município de Mauá,Chamamento,,12/05/2025,13/05/2025,,,,,,,,,,,,,,Para análise,13/05/2025,CLMP,Nilva
